trading_signals_20251006_004721
sid,symbol,sector,industry,market_cap_cr,pe_ratio,beta,current_price,price_5d_ago,price_20d_ago,return_5d,return_20d,avg_volume,current_delivery,delivery_5d_avg,delivery_20d_avg,momentum_score,delivery_score,valuation_score,volatility_score,total_score,signal,confidence
667,GNFC,Basic Materials,Chemicals,7382.3,13.12,-0.24,502.3,497.3,519.0,1.01,-3.22,269988.0,50.96,49.62,49.62,15,0,15,15,45,HOLD,MEDIUM
1659,SFL,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7354.28,128.13,0.21,676.5,666.85,727.25,1.45,-6.98,111640.0,56.26,55.92,55.92,15,0,0,15,30,SELL,HIGH
621,GANESHHOUC,Real Estate,Real Estate - Development,7283.86,12.61,-0.31,858.8,842.35,876.7,1.95,-2.04,34775.0,76.79,59.89,57.26,15,30,15,15,75,STRONG BUY,HIGH
1567,RTNINDIA,Consumer Cyclical,Internet Retail,7280.04,,0.32,52.72,52.18,60.48,1.03,-12.83,4790498.0,31.77,32.58,32.58,15,0,0,15,30,SELL,HIGH
2051,WELENT,Industrials,Engineering & Construction,7269.07,20.97,0.19,531.7,499.8,485.35,6.38,9.55,303438.0,76.69,64.22,64.22,35,20,15,15,85,STRONG BUY,HIGH
2029,VOLTAMP,Industrials,Electrical Equipment & Parts,7257.01,22.27,-0.23,7173.0,6997.0,8098.0,2.52,-11.42,106510.0,48.38,62.76,62.76,15,0,15,15,45,HOLD,MEDIUM
708,GRWRHITECH,Basic Materials,Specialty Chemicals,7235.26,22.17,0.29,3107.5,3016.9,2913.7,3.0,6.65,63631.0,48.95,50.03,50.03,30,0,15,15,60,BUY,MEDIUM
939,JKPAPER,Basic Materials,Paper & Paper Products,7220.77,20.83,0.05,426.25,370.4,390.1,15.08,9.27,644258.0,22.18,32.67,32.67,35,0,15,15,65,BUY,MEDIUM
201,AVL,Consumer Cyclical,Specialty Retail,7208.35,67.13,-0.28,559.9,572.05,459.4,-2.12,21.88,1929863.0,43.8,42.46,42.46,20,0,0,15,35,HOLD,MEDIUM
155,ARVINDFASN,Consumer Cyclical,Apparel Manufacturing,7201.24,,-0.16,539.15,518.75,530.4,3.93,1.65,277310.0,50.26,55.77,55.77,35,0,0,15,50,HOLD,LOW
2076,YATHARTH,Healthcare,Medical Care Facilities,7178.4,47.85,0.83,745.0,781.35,749.65,-4.65,-0.62,575849.0,47.51,50.3,50.3,0,0,0,10,10,SELL,HIGH
1183,MHRIL,Consumer Cyclical,Resorts & Casinos,7109.89,54.92,-0.21,352.6,342.1,357.6,3.07,-1.4,91792.0,52.91,52.41,52.41,20,0,0,15,35,HOLD,MEDIUM
1509,RAYMONDLSL,Consumer Cyclical,Apparel Manufacturing,7100.09,169.42,,1163.9,1205.7,1243.3,-3.47,-6.39,215762.0,49.78,42.34,42.34,0,0,0,0,0,SELL,HIGH
961,JUSTDIAL,Communication Services,Internet Content & Information,7078.69,11.74,0.2,832.15,818.15,818.85,1.71,1.62,103044.0,53.1,47.37,47.37,30,0,15,15,60,BUY,MEDIUM
516,E2E,Technology,Software - Infrastructure,7057.12,185.15,0.46,3532.7,3450.8,2643.4,2.37,33.64,172002.0,45.61,46.41,46.41,35,0,0,15,50,HOLD,LOW
197,AVALON,Technology,Electronic Components,7039.65,88.52,0.19,1055.2,993.95,863.25,6.16,22.24,360620.0,58.78,51.21,51.21,40,0,0,15,55,BUY,MEDIUM
918,JAYNECOIND,Basic Materials,Steel,7014.49,29.42,0.86,72.09,68.88,59.94,4.66,20.27,19813589.0,29.45,34.47,34.47,40,0,10,10,60,BUY,MEDIUM
818,IFBIND,Consumer Cyclical,"Furnishings, Fixtures & Appliances",7000.03,64.92,0.43,1727.6,1713.7,1556.8,0.81,10.97,88766.0,36.04,36.45,36.45,35,0,0,15,50,HOLD,LOW
566,ETHOSLTD,Consumer Cyclical,Luxury Goods,6988.04,71.43,0.01,2611.6,2558.4,2359.7,2.08,10.68,37018.0,39.79,37.69,37.69,35,0,0,15,50,HOLD,LOW
554,EPL,Consumer Cyclical,Packaging & Containers,6964.26,17.64,0.38,217.49,207.05,232.32,5.04,-6.38,537359.0,44.76,42.96,42.96,20,0,15,15,50,HOLD,LOW
1784,SUBROS,Consumer Cyclical,Auto Parts,6958.7,44.45,0.49,1066.7,1131.05,931.5,-5.69,14.51,495994.0,34.56,29.4,29.4,20,0,0,15,35,HOLD,MEDIUM
470,DHANUKA,Basic Materials,Agricultural Inputs,6881.66,22.73,0.18,1526.6,1501.4,1637.5,1.68,-6.77,30396.0,46.94,55.34,55.34,15,0,15,15,45,HOLD,MEDIUM
89,AKUMS,Healthcare,Drug Manufacturers - Specialty & Generic,6831.41,20.0,,446.2,446.65,474.05,-0.1,-5.87,166300.0,63.95,61.43,61.43,0,15,15,0,30,SELL,HIGH
1151,MASTEK,Technology,Information Technology Services,6830.23,17.3,0.18,2202.2,2165.2,2577.1,1.71,-14.55,112207.0,48.93,48.28,48.28,15,0,15,15,45,HOLD,MEDIUM
1903,TMB,Financial Services,Banks - Regional,6731.52,5.61,-0.22,424.95,423.95,426.55,0.24,-0.38,51823.0,49.2,49.64,49.64,15,0,15,15,45,HOLD,MEDIUM
74,AHLUCONT,Industrials,Engineering & Construction,6716.17,30.12,0.53,1002.4,972.0,965.35,3.13,3.84,56754.0,19.85,50.71,50.71,35,0,10,15,60,BUY,MEDIUM
2027,VMART,Consumer Cyclical,Department Stores,6701.86,99.96,0.41,842.7,723.4,748.15,16.49,12.64,662096.0,8.45,28.66,28.66,40,0,0,15,55,BUY,MEDIUM
897,ISGEC,Industrials,Specialty Industrial Machinery,6656.99,21.83,0.41,905.35,896.3,1035.05,1.01,-12.53,28362.0,52.44,58.17,58.17,15,0,15,15,45,HOLD,MEDIUM
161,ASHAPURMIN,Basic Materials,Other Industrial Metals & Mining,6602.29,18.94,0.7,690.75,654.5,547.2,5.54,26.23,1027223.0,34.98,38.61,38.61,40,0,15,15,70,STRONG BUY,MEDIUM
1438,PRAJIND,Industrials,Engineering & Construction,6597.97,46.98,0.24,357.5,348.4,412.7,2.61,-13.38,1169180.0,19.71,29.99,29.99,15,0,0,15,30,SELL,HIGH
1049,KTKBANK,Financial Services,Banks - Regional,6580.43,5.65,0.6,174.03,171.05,174.46,1.74,-0.25,1123803.0,52.56,49.9,49.9,15,0,15,15,45,HOLD,MEDIUM
1878,THANGAMAYL,Consumer Cyclical,Luxury Goods,6550.54,57.8,0.76,2087.3,2016.3,2229.7,3.52,-6.39,29539.0,63.32,53.63,53.63,20,15,0,15,50,HOLD,LOW
556,EQUITASBNK,Financial Services,Banks - Regional,6539.65,,-0.01,57.34,56.73,51.42,1.08,11.51,3017956.0,58.3,53.72,53.72,35,0,0,15,50,HOLD,LOW
414,CSBBANK,Financial Services,Banks - Regional,6531.95,11.17,0.12,385.75,360.65,362.45,6.96,6.43,533760.0,28.82,36.86,36.86,35,0,15,15,65,BUY,MEDIUM
1805,SUPRAJIT,Consumer Cyclical,Auto Parts,6507.6,59.91,0.26,474.45,494.05,461.2,-3.97,2.87,201189.0,40.32,41.88,41.88,15,0,0,15,30,SELL,HIGH
1527,RENUKA,Consumer Defensive,Confectioners,6500.41,,0.01,30.53,30.24,32.53,0.96,-6.15,6528832.0,33.6,34.11,34.11,15,0,0,15,30,SELL,HIGH
1801,SUNTECK,Real Estate,Real Estate - Development,6456.51,40.18,0.46,440.75,409.6,394.1,7.6,11.84,771188.0,40.99,36.74,36.74,40,0,0,15,55,BUY,MEDIUM
698,GREENLAM,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6441.71,195.71,0.27,252.47,236.74,236.49,6.64,6.76,342319.0,47.86,43.77,43.77,35,0,0,15,50,HOLD,LOW
1449,PRICOLLTD,Consumer Cyclical,Auto Parts,6439.0,37.6,-0.4,528.3,540.0,489.75,-2.17,7.87,413453.0,49.57,53.44,53.44,15,0,0,15,30,SELL,HIGH
1816,SURYAROSNI,Basic Materials,Steel,6397.28,22.22,0.68,294.0,287.15,308.65,2.39,-4.75,349164.0,53.47,52.02,52.02,15,0,15,15,45,HOLD,MEDIUM
788,HNDFDS,Industrials,Conglomerates,6382.12,54.34,0.98,534.15,527.9,530.8,1.18,0.63,48502.0,61.12,59.75,59.75,30,15,0,10,55,BUY,MEDIUM
960,JUNIPER,Consumer Cyclical,Lodging,6370.24,92.65,,286.3,291.6,287.9,-1.82,-0.56,93309.0,52.15,54.71,54.71,0,0,0,0,0,SELL,HIGH
1468,PURVA,Real Estate,Real Estate - Development,6347.31,,0.37,267.2,261.2,291.8,2.3,-8.43,160368.0,42.13,38.32,38.32,15,0,0,15,30,SELL,HIGH
1830,SYMPHONY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6324.98,35.33,0.22,921.05,902.8,955.4,2.02,-3.6,40624.0,45.78,55.12,55.12,15,0,0,15,30,SELL,HIGH
833,IMFA,Basic Materials,Other Industrial Metals & Mining,6314.25,17.64,0.13,1170.3,1123.0,898.15,4.21,30.3,184560.0,39.39,42.46,42.46,40,0,15,15,70,STRONG BUY,MEDIUM
190,AURIONPRO,Technology,Software - Infrastructure,6281.92,32.05,-0.73,1136.4,1150.8,1295.8,-1.25,-12.3,163884.0,47.06,43.29,43.29,0,0,10,15,25,SELL,HIGH
218,BAJAJELEC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6276.14,59.19,0.19,544.0,543.35,574.8,0.12,-5.36,946658.0,42.61,33.78,33.78,15,0,0,15,30,SELL,HIGH
384,CMSINFO,Industrials,Specialty Business Services,6268.05,16.92,0.24,380.75,380.0,414.85,0.2,-8.22,690210.0,52.03,59.54,59.54,15,0,15,15,45,HOLD,MEDIUM
1568,RTNPOWER,Utilities,Utilities - Independent Power Producers,6261.54,53.0,0.43,11.66,11.53,12.21,1.13,-4.5,15015526.0,34.32,34.49,34.49,15,0,0,15,30,SELL,HIGH
1886,THYROCARE,Healthcare,Diagnostics & Research,6245.4,58.84,0.17,1178.5,1124.2,1301.6,4.83,-9.46,119543.0,56.9,56.44,56.44,20,0,0,15,35,HOLD,MEDIUM
1673,SHARDAMOTR,Consumer Cyclical,Auto Parts,6237.35,18.45,0.99,1086.5,1046.3,1070.7,3.84,1.48,75389.0,62.31,51.63,51.63,35,15,15,10,75,STRONG BUY,HIGH
763,HGINFRA,Industrials,Engineering & Construction,6225.47,14.09,0.08,955.25,940.4,996.05,1.58,-4.1,108352.0,51.61,43.16,43.16,15,0,15,15,45,HOLD,MEDIUM
1406,PILANIINVS,Financial Services,Asset Management,6208.21,100.0,0.46,5607.0,5270.4,5170.3,6.39,8.45,5470.0,46.23,41.64,41.64,35,0,0,15,50,HOLD,LOW
369,CHEMPLASTS,Basic Materials,Chemicals,6120.42,,0.07,387.1,418.4,425.7,-7.48,-9.07,116344.0,22.19,40.2,40.2,0,0,0,15,15,SELL,HIGH
1494,RALLIS,Basic Materials,Agricultural Inputs,6064.51,35.22,0.37,311.7,308.25,363.35,1.12,-14.21,530550.0,52.94,53.92,53.92,15,0,0,15,30,SELL,HIGH
1135,MANINFRA,Industrials,Engineering & Construction,6055.8,21.49,-0.14,150.02,149.06,162.6,0.64,-7.74,383341.0,45.93,45.8,45.8,15,0,15,15,45,HOLD,MEDIUM
723,GULFOILLUB,Basic Materials,Specialty Chemicals,6046.59,16.47,0.64,1226.0,1215.5,1264.5,0.86,-3.04,79356.0,53.52,57.51,57.51,15,0,15,15,45,HOLD,MEDIUM
810,ICRA,Financial Services,Financial Data & Stock Exchanges,6017.65,34.01,0.07,6255.0,6479.0,6353.0,-3.46,-1.54,6265.0,85.61,90.78,90.78,0,20,0,15,35,HOLD,MEDIUM
1778,STLTECH,Technology,Communication Equipment,6013.23,,0.68,123.22,117.09,109.09,5.24,12.95,1907403.0,42.18,41.31,41.31,40,0,0,15,55,BUY,MEDIUM
531,ELECTCAST,Industrials,Building Products & Equipment,5992.68,10.46,0.11,96.94,94.87,101.09,2.18,-4.11,1206668.0,39.7,43.93,43.93,15,0,15,15,45,HOLD,MEDIUM
1340,OPTIEMUS,Technology,Electronics & Computer Distribution,5988.11,89.32,-0.15,678.85,656.6,613.95,3.39,10.57,455336.0,44.56,49.63,49.63,40,0,0,15,55,BUY,MEDIUM
2017,VIPIND,Consumer Cyclical,Footwear & Accessories,5980.8,,0.18,420.65,409.45,432.95,2.74,-2.84,377930.0,49.96,45.29,45.29,15,0,0,15,30,SELL,HIGH
682,GOKULAGRO,Consumer Defensive,Packaged Foods,5965.92,22.58,0.22,404.35,392.25,341.25,3.08,18.49,603064.0,34.19,33.64,33.64,40,0,15,15,70,STRONG BUY,MEDIUM
1221,MTARTECH,Industrials,Specialty Industrial Machinery,5962.44,100.01,-0.08,1936.1,1879.0,1453.8,3.04,33.18,315382.0,45.75,45.6,45.6,40,0,0,15,55,BUY,MEDIUM
1098,LXCHEM,Basic Materials,Specialty Chemicals,5954.52,59.52,0.12,214.85,208.48,217.13,3.06,-1.05,1905796.0,41.52,36.23,36.23,20,0,0,15,35,HOLD,MEDIUM
1721,SKIPPER,Industrials,Engineering & Construction,5922.19,35.47,0.44,524.25,511.35,543.95,2.52,-3.62,467958.0,37.3,38.96,38.96,15,0,0,15,30,SELL,HIGH
1809,SUPRIYA,Healthcare,Biotechnology,5884.1,33.01,0.24,731.1,702.0,662.35,4.15,10.38,195643.0,44.36,42.09,42.09,40,0,10,15,65,BUY,MEDIUM
1374,PARAS,Industrials,Aerospace & Defense,5849.03,90.95,0.43,725.8,694.8,664.4,4.46,9.24,617319.0,30.78,29.42,29.42,35,0,0,15,50,HOLD,LOW
642,GHCL,Basic Materials,Chemicals,5813.32,9.36,-0.43,605.1,582.3,569.2,3.92,6.31,123688.0,70.56,58.71,58.71,35,20,15,15,85,STRONG BUY,HIGH
584,FEDFINA,Financial Services,Credit Services,5791.49,25.12,,154.99,148.64,140.02,4.27,10.69,1421359.0,55.19,54.01,54.01,40,0,10,0,50,HOLD,LOW
1683,SHOPERSTOP,Consumer Cyclical,Department Stores,5766.02,322.62,-0.37,522.65,540.45,539.55,-3.29,-3.13,69103.0,38.56,45.98,45.98,0,0,0,15,15,SELL,HIGH
420,CUPID,Consumer Defensive,Household & Personal Products,5764.79,122.01,0.18,214.73,215.52,180.52,-0.37,18.95,3528837.0,62.18,54.42,54.42,20,15,0,15,50,HOLD,LOW
1829,SWSOLAR,Technology,Solar,5747.22,52.66,0.46,245.93,242.55,272.7,1.39,-9.82,1750144.0,36.6,38.34,38.34,15,0,0,15,30,SELL,HIGH
1401,PGIL,Consumer Cyclical,Apparel Manufacturing,5739.06,23.7,-0.43,1248.2,1280.5,1240.0,-2.52,0.66,104182.0,46.03,44.52,44.52,15,0,15,15,45,HOLD,MEDIUM
67,AGI,Consumer Cyclical,Packaging & Containers,5732.51,16.48,-0.1,886.05,870.95,880.55,1.73,0.62,147179.0,42.37,44.23,44.23,30,0,15,15,60,BUY,MEDIUM
841,INDIAGLYCO,Basic Materials,Chemicals,5732.21,23.53,0.24,925.7,836.3,853.6,10.69,8.45,211547.0,45.37,52.85,52.85,35,0,15,15,65,BUY,MEDIUM
1651,SENCO,Consumer Cyclical,Luxury Goods,5717.04,26.75,0.22,349.05,338.4,378.7,3.15,-7.83,486927.0,54.47,52.66,52.66,20,0,10,15,45,HOLD,MEDIUM
1935,TVSSCS,Industrials,Integrated Freight & Logistics,5618.87,112.71,0.33,127.36,123.8,134.63,2.88,-5.4,674716.0,56.9,45.09,45.09,15,0,0,15,30,SELL,HIGH
1874,TEXRAIL,Industrials,Railroads,5618.51,25.85,0.58,140.6,138.67,141.18,1.39,-0.41,1214946.0,39.71,41.51,41.51,15,0,10,15,40,HOLD,MEDIUM
1017,KNRCON,Industrials,Engineering & Construction,5570.13,5.85,0.55,198.06,198.09,196.7,-0.02,0.69,4930900.0,48.77,40.64,40.64,15,0,15,15,45,HOLD,MEDIUM
244,BANSALWIRE,Basic Materials,Steel,5513.9,36.23,,352.2,354.55,369.0,-0.66,-4.55,68764.0,47.44,50.69,50.69,0,0,0,0,0,SELL,HIGH
541,EMIL,Consumer Cyclical,Specialty Retail,5513.06,52.68,-0.01,143.29,146.5,130.8,-2.19,9.55,5687673.0,36.16,33.78,33.78,15,0,0,15,30,SELL,HIGH
1149,MASFIN,Financial Services,Credit Services,5512.55,16.9,0.2,303.8,302.65,312.5,0.38,-2.78,93802.0,47.92,55.24,55.24,15,0,15,15,45,HOLD,MEDIUM
545,EMUDHRA,Technology,Software - Application,5501.52,60.96,-0.17,675.4,632.3,725.75,6.82,-6.94,109583.0,36.46,38.65,38.65,20,0,0,15,35,HOLD,MEDIUM
1487,RAJESHEXPO,Consumer Cyclical,Luxury Goods,5477.07,74.05,0.13,185.13,182.61,183.86,1.38,0.69,522023.0,43.95,41.52,41.52,30,0,0,15,45,HOLD,MEDIUM
680,GOKEX,Consumer Cyclical,Apparel Manufacturing,5456.98,32.05,-0.22,745.2,737.8,736.2,1.0,1.22,491675.0,35.71,45.93,45.93,30,0,10,15,55,BUY,MEDIUM
866,INFIBEAM,Technology,Software - Infrastructure,5370.44,23.55,-0.11,16.72,15.77,16.13,6.02,3.66,8959024.0,60.34,54.07,54.07,35,15,15,15,80,STRONG BUY,HIGH
809,ICIL,Consumer Cyclical,Textile Manufacturing,5365.29,26.05,0.04,270.9,269.06,245.6,0.68,10.3,804387.0,41.04,41.78,41.78,35,0,10,15,60,BUY,MEDIUM
198,AVANTEL,Technology,Communication Equipment,5360.33,102.17,-0.56,202.29,178.94,162.08,13.05,24.81,6178707.0,24.56,29.64,29.64,40,0,0,15,55,BUY,MEDIUM
1045,KSCL,Basic Materials,Agricultural Inputs,5333.64,16.83,0.08,1042.4,1052.8,1185.1,-0.99,-12.04,83320.0,55.89,48.84,48.84,0,0,15,15,30,SELL,HIGH
164,ASHOKA,Industrials,Engineering & Construction,5304.26,3.01,0.51,188.78,190.97,191.9,-1.15,-1.63,625919.0,40.55,41.43,41.43,0,0,15,15,30,SELL,HIGH
432,DATAMATICS,Technology,Information Technology Services,5249.24,24.75,-0.07,887.6,853.3,1013.4,4.02,-12.41,247426.0,36.24,36.84,36.84,20,0,10,15,45,HOLD,MEDIUM
753,HEMIPROP,Real Estate,Real Estate - Diversified,5244.0,,0.29,184.0,168.33,167.73,9.31,9.7,3379652.0,34.36,27.09,27.09,35,0,0,15,50,HOLD,LOW
848,INDIGOPNTS,Basic Materials,Specialty Chemicals,5228.11,36.63,0.33,1084.1,1090.6,1142.9,-0.6,-5.14,40573.0,24.93,53.37,53.37,0,0,0,15,15,SELL,HIGH
1209,MOSCHIP,Technology,Semiconductor Equipment & Materials,5201.51,133.42,1.03,270.85,239.75,192.69,12.97,40.56,14035342.0,30.0,28.13,28.13,40,0,0,0,40,HOLD,MEDIUM
901,ITDC,Consumer Cyclical,Lodging,5152.6,64.95,0.35,599.5,583.35,556.05,2.77,7.81,410805.0,36.51,36.36,36.36,30,0,0,15,45,HOLD,MEDIUM
1039,KRN,Technology,Electronic Components,5150.61,96.13,,828.65,830.9,882.1,-0.27,-6.06,225540.0,36.98,40.45,40.45,0,0,0,0,0,SELL,HIGH
1889,TIIL,Industrials,Tools & Accessories,5123.6,20.12,0.11,2259.8,2325.0,2508.5,-2.8,-9.91,14539.0,51.08,51.15,51.15,0,0,15,15,30,SELL,HIGH
948,JSFB,Financial Services,Banks - Regional,5109.26,11.79,,485.5,463.4,490.2,4.77,-0.96,159903.0,57.25,55.37,55.37,20,0,15,0,35,HOLD,MEDIUM
2047,WEBELSOLAR,Technology,Solar,5104.01,26.04,0.57,1209.1,1215.4,1320.6,-0.52,-8.44,139976.0,49.83,49.96,49.96,0,0,10,15,25,SELL,HIGH
588,FIEMIND,Consumer Cyclical,Auto Parts,5097.85,23.87,0.46,1936.9,1962.4,2180.0,-1.3,-11.15,186159.0,48.79,47.76,47.76,0,0,10,15,25,SELL,HIGH
1826,SWARAJENG,Consumer Cyclical,Auto Parts,5073.75,29.41,0.24,4176.8,4090.9,4024.4,2.1,3.79,28337.0,48.22,54.8,54.8,30,0,10,15,55,BUY,MEDIUM
1654,SEQUENT,Healthcare,Drug Manufacturers - Specialty & Generic,5071.04,175.51,0.95,201.84,189.53,176.41,6.5,14.42,988136.0,45.14,45.38,45.38,40,0,0,10,50,HOLD,LOW
1531,RESPONIND,Basic Materials,Specialty Chemicals,5060.23,25.17,0.55,189.3,192.11,194.39,-1.46,-2.62,51699.0,59.82,55.19,55.19,0,0,10,15,25,SELL,HIGH
697,GREAVESCOT,Industrials,Specialty Industrial Machinery,5053.66,62.55,0.32,217.04,216.58,226.21,0.21,-4.05,2157175.0,32.32,33.51,33.51,15,0,0,15,30,SELL,HIGH
885,IONEXCHANG,Industrials,Pollution & Treatment Controls,5052.44,23.04,0.36,410.75,406.5,418.25,1.05,-1.79,183806.0,42.73,40.33,40.33,15,0,15,15,45,HOLD,MEDIUM
1555,ROUTE,Communication Services,Telecom Services,5005.79,17.04,0.24,794.6,799.5,850.3,-0.61,-6.55,108226.0,40.39,40.71,40.71,0,0,15,15,30,SELL,HIGH
1464,PTC,Utilities,Utilities - Independent Power Producers,5002.54,5.97,0.7,169.0,167.13,179.34,1.12,-5.77,829937.0,39.17,48.31,48.31,15,0,15,15,45,HOLD,MEDIUM
1517,REFEX,Energy,Thermal Coal,5000.7,32.05,2.45,365.4,372.8,368.0,-1.98,-0.71,1363457.0,43.81,40.51,40.51,0,0,10,0,10,SELL,HIGH
1094,LUMAXIND,Consumer Cyclical,Auto Parts,4959.91,34.97,0.73,5306.0,4863.8,4169.5,9.09,27.26,33788.0,36.1,36.33,36.33,40,0,0,15,55,BUY,MEDIUM
1799,SUNFLAG,Basic Materials,Steel,4943.42,25.12,0.73,273.85,256.9,277.7,6.6,-1.39,249271.0,47.37,39.51,39.51,20,0,10,15,45,HOLD,MEDIUM
612,GAEL,Consumer Defensive,Packaged Foods,4900.9,20.58,-0.2,106.8,105.35,105.84,1.38,0.91,386262.0,49.85,48.65,48.65,30,0,15,15,60,BUY,MEDIUM
1566,RSYSTEMS,Technology,Information Technology Services,4899.67,26.87,-0.02,413.85,416.2,470.3,-0.56,-12.0,167032.0,44.81,50.51,50.51,0,0,10,15,25,SELL,HIGH
937,JKIL,Industrials,Engineering & Construction,4877.02,11.95,0.09,644.15,624.7,648.5,3.11,-0.67,99441.0,59.69,54.77,54.77,20,0,15,15,50,HOLD,LOW
870,INNOVACAP,Healthcare,Drug Manufacturers - Specialty & Generic,4864.12,37.44,,850.0,845.05,914.65,0.59,-7.07,40014.0,62.74,61.66,61.66,15,15,0,0,30,SELL,HIGH
1715,SIS,Industrials,Security & Protection Services,4838.05,121.74,0.13,343.3,345.2,372.2,-0.55,-7.76,86611.0,82.51,70.29,70.29,0,20,0,15,35,HOLD,MEDIUM
1718,SJS,Consumer Cyclical,Auto Parts,4791.29,39.21,0.2,1526.5,1451.7,1416.0,5.15,7.8,166823.0,56.9,55.42,55.42,35,0,0,15,50,HOLD,LOW
514,DYNAMATECH,Consumer Cyclical,Auto Parts,4779.51,112.36,0.25,7020.5,6927.0,6701.0,1.35,4.77,12078.0,72.4,60.13,60.13,30,20,0,15,65,BUY,MEDIUM
2033,VRLLOG,Industrials,Trucking,4779.28,21.79,0.02,273.2,271.1,275.25,0.77,-0.74,170150.0,36.54,40.94,40.94,15,0,15,15,45,HOLD,MEDIUM
435,DBCORP,Communication Services,Publishing,4775.03,14.3,0.15,267.9,265.65,268.35,0.85,-0.17,82880.0,37.69,38.92,38.92,15,0,15,15,45,HOLD,MEDIUM
551,ENTERO,Healthcare,Medical Distribution,4753.78,46.51,,1092.6,1083.2,1176.3,0.87,-7.12,133535.0,64.68,61.97,61.97,15,15,0,0,30,SELL,HIGH
1841,TARC,Real Estate,Real Estate - Development,4739.84,,-0.08,160.62,162.66,163.44,-1.25,-1.73,555091.0,57.0,54.5,54.5,0,0,0,15,15,SELL,HIGH
2037,VSTTILLERS,Industrials,Farm & Heavy Construction Machinery,4736.6,41.32,0.49,5474.5,5086.5,5115.0,7.63,7.03,18473.0,50.45,38.17,38.17,35,0,0,15,50,HOLD,LOW
1726,SMLISUZU,Consumer Cyclical,Auto Manufacturers,4729.77,33.0,-0.04,3240.8,3186.2,3946.7,1.71,-17.89,67577.0,47.36,46.9,46.9,15,0,10,15,40,HOLD,MEDIUM
922,JCHAC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4705.11,125.03,0.24,1730.4,1731.8,1747.3,-0.08,-0.97,17864.0,82.05,65.03,65.03,0,20,0,15,35,HOLD,MEDIUM
663,GMMPFAUDLR,Industrials,Specialty Industrial Machinery,4696.68,114.93,-0.08,1044.7,1059.8,1169.6,-1.42,-10.68,49740.0,62.31,67.79,67.79,0,15,0,15,30,SELL,HIGH
1278,NFL,Basic Materials,Agricultural Inputs,4682.57,30.49,0.36,95.43,92.27,100.7,3.42,-5.23,1208575.0,37.61,35.62,35.62,20,0,10,15,45,HOLD,MEDIUM
2080,ZAGGLE,Technology,Software - Infrastructure,4662.64,46.06,0.77,347.3,348.85,400.15,-0.44,-13.21,932621.0,39.55,51.47,51.47,0,0,0,15,15,SELL,HIGH
124,ANUP,Industrials,Specialty Industrial Machinery,4660.56,38.61,0.1,2325.3,2292.7,2317.5,1.42,0.34,28732.0,48.52,45.91,45.91,30,0,0,15,45,HOLD,MEDIUM
756,HERITGFOOD,Consumer Defensive,Packaged Foods,4636.55,27.24,0.3,499.65,484.3,490.65,3.17,1.83,891434.0,45.47,44.36,44.36,35,0,10,15,60,BUY,MEDIUM
1347,ORIENTCEM,Basic Materials,Building Materials,4620.79,17.76,-0.14,224.72,225.01,225.16,-0.13,-0.2,547473.0,48.84,44.57,44.57,0,0,15,15,30,SELL,HIGH
1305,NORTHARC,Financial Services,Credit Services,4615.95,15.8,,285.7,262.31,239.02,8.92,19.53,1228896.0,50.3,49.13,49.13,40,0,15,0,55,BUY,MEDIUM
722,GUJTHEM,Healthcare,Drug Manufacturers - Specialty & Generic,4608.14,103.15,-0.37,422.9,399.85,393.4,5.76,7.5,211123.0,67.57,60.35,60.35,35,15,0,15,65,BUY,MEDIUM
1510,RBA,Consumer Cyclical,Restaurants,4596.88,,0.0,78.89,79.2,81.44,-0.39,-3.13,1924379.0,46.08,47.36,47.36,0,0,0,15,15,SELL,HIGH
228,BALAMINES,Basic Materials,Specialty Chemicals,4596.08,30.21,0.49,1417.8,1411.4,1525.9,0.45,-7.08,32475.0,51.21,50.53,50.53,15,0,10,15,40,HOLD,MEDIUM
2092,ZOTA,Healthcare,Biotechnology,4573.86,,0.49,1507.9,1429.8,1326.0,5.46,13.72,95647.0,41.23,42.03,42.03,40,0,0,15,55,BUY,MEDIUM
954,JTEKTINDIA,Consumer Cyclical,Auto Parts,4572.89,60.34,0.79,164.72,167.04,142.53,-1.39,15.57,2010942.0,29.75,34.12,34.12,20,0,0,15,35,HOLD,MEDIUM
1287,NIITMTS,Consumer Defensive,Education & Training Services,4569.56,21.75,0.32,334.45,329.1,336.3,1.63,-0.55,150143.0,53.73,61.34,61.34,15,0,15,15,45,HOLD,MEDIUM
752,HEIDELBERG,Basic Materials,Building Materials,4556.42,39.55,0.3,200.93,204.25,213.76,-1.63,-6.0,179112.0,57.48,50.74,50.74,0,0,0,15,15,SELL,HIGH
339,CARERATING,Financial Services,Financial Data & Stock Exchanges,4553.84,32.05,0.7,1518.2,1558.8,1547.2,-2.6,-1.87,37899.0,56.73,57.0,57.0,0,0,10,15,25,SELL,HIGH
349,CEIGALL,Industrials,Engineering & Construction,4540.65,16.83,,260.6,262.15,252.67,-0.59,3.14,452782.0,61.14,45.0,45.0,15,15,15,0,45,HOLD,MEDIUM
