trading_signals_20251006_004721
sid,symbol,sector,industry,market_cap_cr,pe_ratio,beta,current_price,price_5d_ago,price_20d_ago,return_5d,return_20d,avg_volume,current_delivery,delivery_5d_avg,delivery_20d_avg,momentum_score,delivery_score,valuation_score,volatility_score,total_score,signal,confidence
1068,LGBBROSLTD,Consumer Cyclical,Auto Parts,4496.19,14.73,0.03,1409.8,1406.4,1349.0,0.24,4.51,48294.0,57.38,51.03,51.03,30,0,15,15,60,BUY,MEDIUM
16,AARTIDRUGS,Healthcare,Drug Manufacturers - Specialty & Generic,4486.83,23.81,0.16,491.6,469.95,490.4,4.61,0.24,201085.0,46.83,44.67,44.67,35,0,10,15,60,BUY,MEDIUM
1387,PDSL,Industrials,Specialty Business Services,4481.47,29.67,0.06,317.15,324.15,323.45,-2.16,-1.95,100424.0,72.84,69.93,69.93,0,20,10,15,45,HOLD,MEDIUM
1485,RAIN,Basic Materials,Specialty Chemicals,4478.44,,0.51,132.97,129.83,138.88,2.42,-4.26,999927.0,35.23,43.87,43.87,15,0,0,15,30,SELL,HIGH
1165,MCLOUD,Technology,Information Technology Services,4470.04,42.93,-0.65,76.42,79.1,78.48,-3.39,-2.62,4382864.0,40.73,34.39,34.39,0,0,0,15,15,SELL,HIGH
1602,SAMHI,Consumer Cyclical,Lodging,4462.83,44.45,0.48,201.36,202.05,217.37,-0.34,-7.37,713021.0,47.05,47.39,47.39,0,0,0,15,15,SELL,HIGH
523,EIEL,Industrials,Engineering & Construction,4459.16,23.81,,254.04,247.13,252.0,2.8,0.81,1684585.0,36.93,35.71,35.71,30,0,10,0,40,HOLD,MEDIUM
2035,VSTIND,Consumer Defensive,Tobacco,4452.22,15.19,0.09,262.25,261.0,269.3,0.48,-2.62,138489.0,45.51,45.11,45.11,15,0,15,15,45,HOLD,MEDIUM
237,BANARISUG,Consumer Defensive,Confectioners,4449.09,39.06,0.4,3538.2,3650.2,3676.4,-3.07,-3.76,1168.0,56.78,58.5,58.5,0,0,0,15,15,SELL,HIGH
1723,SKYGOLD,Consumer Cyclical,Luxury Goods,4412.07,26.31,-0.61,284.45,272.5,291.2,4.39,-2.32,611449.0,47.71,48.17,48.17,20,0,10,15,45,HOLD,MEDIUM
684,GOLDIAM,Consumer Cyclical,Luxury Goods,4403.8,32.37,0.95,390.0,368.1,402.1,5.95,-3.01,756217.0,51.75,52.43,52.43,20,0,10,10,40,HOLD,MEDIUM
1011,KIRLOSIND,Industrials,Metal Fabrication,4368.81,26.45,0.4,4160.8,3979.4,3847.4,4.56,8.15,5756.0,35.49,46.29,46.29,35,0,10,15,60,BUY,MEDIUM
799,HUBTOWN,Real Estate,Real Estate - Development,4361.78,32.67,0.62,306.75,290.95,337.0,5.43,-8.98,786630.0,43.51,44.48,44.48,20,0,10,15,45,HOLD,MEDIUM
1712,SINDHUTRAD,Industrials,Conglomerates,4355.95,235.17,0.41,28.22,26.99,24.96,4.56,13.06,6530961.0,16.6,21.83,21.83,40,0,0,15,55,BUY,MEDIUM
687,GOPAL,Consumer Defensive,Packaged Foods,4349.32,,,348.8,362.3,363.95,-3.73,-4.16,220128.0,46.53,50.72,50.72,0,0,0,0,0,SELL,HIGH
1782,STYRENIX,Basic Materials,Chemicals,4344.53,19.19,0.66,2465.4,2387.9,2666.0,3.25,-7.52,31013.0,56.18,60.44,60.44,20,0,15,15,50,HOLD,LOW
686,GOODLUCK,Basic Materials,Steel,4310.37,24.88,-0.24,1296.8,1168.8,1189.8,10.95,8.99,514329.0,35.32,34.55,34.55,35,0,10,15,60,BUY,MEDIUM
1746,SPARC,Healthcare,Drug Manufacturers - Specialty & Generic,4287.25,,0.24,132.11,131.76,146.82,0.27,-10.02,213834.0,48.66,45.98,45.98,15,0,0,15,30,SELL,HIGH
1349,ORIENTELEC,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4256.65,49.28,0.03,199.1,200.18,215.51,-0.54,-7.61,204373.0,59.32,49.77,49.77,0,0,0,15,15,SELL,HIGH
860,INDRAMEDCO,Healthcare,Medical Care Facilities,4238.96,25.25,0.57,462.4,446.85,477.9,3.48,-3.24,256820.0,50.5,50.93,50.93,20,0,10,15,45,HOLD,MEDIUM
1605,SANATHAN,Consumer Cyclical,Textile Manufacturing,4225.27,28.01,,500.6,500.0,512.65,0.12,-2.35,41813.0,61.94,65.51,65.51,15,15,10,0,40,HOLD,MEDIUM
205,AWFIS,Industrials,Rental & Leasing Services,4219.75,55.56,,590.1,565.55,577.7,4.34,2.15,334085.0,58.01,50.49,50.49,35,0,0,0,35,HOLD,MEDIUM
308,BOROLTD,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4206.14,50.73,0.41,351.55,352.05,345.25,-0.14,1.82,250170.0,44.9,48.19,48.19,15,0,0,15,30,SELL,HIGH
377,CIGNITITEC,Technology,Information Technology Services,4180.23,16.42,-0.24,1525.8,1461.8,1637.2,4.38,-6.8,61031.0,84.87,69.75,69.75,20,20,15,15,70,STRONG BUY,MEDIUM
276,BHARATRAS,Basic Materials,Agricultural Inputs,4166.07,30.3,0.14,10026.0,9948.0,10154.0,0.78,-1.26,1738.0,55.39,55.72,55.72,15,0,10,15,40,HOLD,MEDIUM
442,DCBBANK,Financial Services,Banks - Regional,4153.77,6.49,0.5,131.8,123.83,125.85,6.44,4.73,1004723.0,66.48,62.46,62.46,35,15,15,15,80,STRONG BUY,HIGH
718,GUJALKALI,Basic Materials,Chemicals,4127.89,,-0.38,561.6,559.6,594.55,0.36,-5.54,54179.0,47.27,49.43,49.43,15,0,0,15,30,SELL,HIGH
1311,NSIL,Financial Services,Asset Management,4067.84,95.24,0.06,7920.0,7336.5,7079.5,7.95,11.87,24540.0,35.89,34.21,34.21,40,0,0,15,55,BUY,MEDIUM
1144,MARATHON,Real Estate,Real Estate - Development,4050.29,14.41,0.82,600.6,615.35,609.75,-2.4,-1.5,91986.0,56.64,45.76,45.76,0,0,15,10,25,SELL,HIGH
914,JAMNAAUTO,Consumer Cyclical,Auto Parts,4049.65,22.6,0.33,101.48,103.19,108.86,-1.66,-6.78,2330031.0,29.76,30.34,30.34,0,0,15,15,30,SELL,HIGH
1671,SHANTIGEAR,Industrials,Specialty Industrial Machinery,4018.76,41.31,-0.15,523.85,528.4,573.45,-0.86,-8.65,30699.0,57.11,45.3,45.3,0,0,0,15,15,SELL,HIGH
1944,UFLEX,Consumer Cyclical,Packaging & Containers,4001.6,13.39,0.28,553.55,541.45,546.7,2.23,1.25,19192.0,61.86,53.15,53.15,30,15,15,15,75,STRONG BUY,HIGH
1501,RAMKY,Industrials,Engineering & Construction,3989.25,19.53,0.12,576.5,572.65,568.5,0.67,1.41,82484.0,53.52,59.15,59.15,30,0,15,15,60,BUY,MEDIUM
81,AJMERA,Real Estate,Real Estate - Development,3981.37,28.98,0.71,1011.55,998.45,968.55,1.31,4.44,100807.0,18.65,30.79,30.79,30,0,10,15,55,BUY,MEDIUM
8,63MOONS,Technology,Software - Application,3969.44,166.61,0.56,861.35,870.75,919.65,-1.08,-6.34,125835.0,49.84,55.12,55.12,0,0,0,15,15,SELL,HIGH
1270,NEOGEN,Basic Materials,Specialty Chemicals,3961.21,117.65,-0.1,1501.2,1519.2,1479.0,-1.18,1.5,61398.0,58.74,51.62,51.62,15,0,0,15,30,SELL,HIGH
1979,VADILALIND,Consumer Defensive,Packaged Foods,3950.11,28.17,-0.15,5490.0,5428.0,5108.5,1.14,7.47,19110.0,34.07,36.8,36.8,30,0,10,15,55,BUY,MEDIUM
469,DHANI,Financial Services,Credit Services,3949.59,106.42,0.47,62.79,61.13,66.35,2.72,-5.37,4861008.0,35.73,36.9,36.9,15,0,0,15,30,SELL,HIGH
1132,MANGCHEFER,Basic Materials,Agricultural Inputs,3933.52,24.34,-0.03,331.7,314.9,350.0,5.34,-5.23,492975.0,55.76,52.7,52.7,20,0,10,15,45,HOLD,MEDIUM
1097,LUXIND,Consumer Cyclical,Apparel Manufacturing,3927.36,25.38,0.22,1306.0,1307.6,1309.1,-0.12,-0.24,33679.0,62.68,52.98,52.98,0,15,10,15,40,HOLD,MEDIUM
1508,RAYMOND,Industrials,Specialty Industrial Machinery,3915.22,90.93,-0.09,588.3,607.15,615.05,-3.1,-4.35,243877.0,38.27,37.73,37.73,0,0,0,15,15,SELL,HIGH
1307,NPST,Technology,Software - Application,3899.22,106.37,0.29,2010.4,1912.2,2116.5,5.14,-5.01,13100.0,58.35,56.22,56.22,20,0,0,15,35,HOLD,MEDIUM
934,JISLJALEQS,Industrials,Conglomerates,3864.52,108.71,0.12,53.27,52.06,56.9,2.32,-6.38,5460102.0,49.45,48.61,48.61,15,0,0,15,30,SELL,HIGH
933,JISLDVREQS,Industrials,Conglomerates,3864.52,69.24,0.12,33.93,32.98,33.88,2.88,0.15,86228.0,32.73,45.48,45.48,30,0,0,15,45,HOLD,MEDIUM
1020,KOLTEPATIL,Real Estate,Real Estate - Development,3844.73,39.52,0.07,433.55,425.35,472.6,1.93,-8.26,89284.0,46.09,48.58,48.58,15,0,0,15,30,SELL,HIGH
1475,QUESS,Industrials,Staffing & Employment Services,3833.72,80.61,-0.07,257.15,252.8,270.05,1.72,-4.78,352208.0,46.6,48.98,48.98,15,0,0,15,30,SELL,HIGH
670,GOCOLORS,Consumer Cyclical,Apparel Retail,3798.72,43.67,-0.08,703.15,687.2,723.1,2.32,-2.76,64885.0,49.98,62.27,62.27,15,0,0,15,30,SELL,HIGH
1343,ORCHPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,3775.28,44.44,1.57,744.0,721.45,739.7,3.13,0.58,87953.0,67.39,58.01,58.01,35,15,0,0,50,HOLD,LOW
1452,PRINCEPIPE,Industrials,Building Products & Equipment,3769.58,161.59,0.64,340.95,329.3,331.6,3.54,2.82,144014.0,35.56,36.41,36.41,35,0,0,15,50,HOLD,LOW
2066,WONDERLA,Consumer Cyclical,Leisure,3765.01,37.89,0.12,593.7,612.35,645.65,-3.05,-8.05,49534.0,57.09,54.35,54.35,0,0,0,15,15,SELL,HIGH
1980,VAIBHAVGBL,Consumer Cyclical,Luxury Goods,3759.68,23.26,-0.1,225.63,232.48,220.72,-2.95,2.22,431366.0,48.9,49.41,49.41,15,0,15,15,45,HOLD,MEDIUM
1443,PRECWIRE,Industrials,Electrical Equipment & Parts,3759.26,39.23,0.55,208.69,181.19,177.65,15.18,17.47,462519.0,28.59,42.42,42.42,40,0,0,15,55,BUY,MEDIUM
1792,SUNCLAY,Industrials,Metal Fabrication,3758.76,,,1702.9,1670.9,1698.1,1.92,0.28,12191.0,57.0,53.36,53.36,30,0,0,0,30,SELL,HIGH
1557,RPGLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,3753.86,20.53,-0.37,2269.7,2305.2,2369.2,-1.54,-4.2,7086.0,59.24,56.28,56.28,0,0,15,15,30,SELL,HIGH
1421,POCL,Basic Materials,Specialty Chemicals,3752.45,50.0,-0.68,1244.6,1166.4,1165.5,6.7,6.79,536203.0,33.74,31.52,31.52,35,0,0,15,50,HOLD,LOW
1013,KITEX,Consumer Cyclical,Apparel Manufacturing,3750.2,48.57,0.0,187.98,190.98,189.01,-1.57,-0.54,1093381.0,33.42,37.17,37.17,0,0,0,15,15,SELL,HIGH
700,GREENPLY,Basic Materials,Lumber & Wood Production,3743.3,43.13,0.67,299.75,305.95,305.15,-2.03,-1.77,161415.0,50.73,52.62,52.62,0,0,0,15,15,SELL,HIGH
251,BBL,Industrials,Electrical Equipment & Parts,3729.35,27.1,0.25,3299.4,3163.1,3030.3,4.31,8.88,37414.0,49.62,48.49,48.49,35,0,10,15,60,BUY,MEDIUM
1168,MEDIASSIST,Healthcare,Healthcare Plans,3728.19,39.53,,527.7,528.05,521.55,-0.07,1.18,148944.0,54.82,60.24,60.24,15,0,0,0,15,SELL,HIGH
1409,PITTIENG,Industrials,Metal Fabrication,3719.28,29.41,0.1,995.05,1010.05,916.6,-1.49,8.56,55129.0,59.69,52.76,52.76,15,0,10,15,40,HOLD,MEDIUM
1215,MPSLTD,Communication Services,Publishing,3710.83,23.47,0.56,2187.3,2194.5,2245.4,-0.33,-2.59,14059.0,48.09,46.46,46.46,0,0,15,15,30,SELL,HIGH
54,ADVENZYMES,Basic Materials,Specialty Chemicals,3701.03,27.03,0.43,330.8,320.0,339.05,3.38,-2.43,230275.0,53.58,51.03,51.03,20,0,10,15,45,HOLD,MEDIUM
1219,MSTCLTD,Industrials,Conglomerates,3681.57,8.98,0.41,522.95,483.55,483.4,8.15,8.18,304073.0,36.78,38.18,38.18,35,0,15,15,65,BUY,MEDIUM
699,GREENPANEL,Basic Materials,Lumber & Wood Production,3667.17,167.07,0.77,299.05,276.0,272.1,8.35,9.9,1765636.0,19.35,13.21,13.21,35,0,0,15,50,HOLD,LOW
306,BOMDYEING,Consumer Cyclical,Textile Manufacturing,3665.99,7.51,0.0,177.5,168.51,181.31,5.33,-2.1,1590971.0,31.92,32.98,32.98,20,0,15,15,50,HOLD,LOW
1457,PROTEAN,Technology,Information Technology Services,3640.98,38.46,,896.6,897.1,911.1,-0.06,-1.59,513499.0,43.94,46.12,46.12,0,0,0,0,0,SELL,HIGH
717,GUFICBIO,Healthcare,Drug Manufacturers - Specialty & Generic,3632.73,58.1,0.13,358.5,358.0,362.7,0.14,-1.16,58792.0,42.83,46.5,46.5,15,0,0,15,30,SELL,HIGH
735,HARSHA,Industrials,Tools & Accessories,3629.02,39.86,0.27,398.6,404.3,407.85,-1.41,-2.27,46495.0,52.31,50.8,50.8,0,0,0,15,15,SELL,HIGH
931,JINDWORLD,Consumer Cyclical,Textile Manufacturing,3625.41,48.21,-0.57,36.16,35.93,37.28,0.64,-3.0,1192638.0,30.58,37.25,37.25,15,0,0,15,30,SELL,HIGH
356,CENTUM,Technology,Electronic Components,3621.19,294.16,0.12,2459.2,2617.9,2806.7,-6.06,-12.38,42896.0,49.0,48.91,48.91,0,0,0,15,15,SELL,HIGH
1764,SSWL,Consumer Cyclical,Auto Parts,3608.71,17.95,-0.03,229.59,229.66,226.0,-0.03,1.59,263203.0,52.3,48.39,48.39,15,0,15,15,45,HOLD,MEDIUM
1008,KIRIINDUS,Basic Materials,Specialty Chemicals,3608.26,22.43,-0.4,600.55,565.6,533.45,6.18,12.58,368598.0,35.29,41.53,41.53,40,0,15,15,70,STRONG BUY,MEDIUM
607,FOSECOIND,Basic Materials,Chemicals,3604.77,43.67,0.06,5597.0,5786.5,6324.0,-3.27,-11.5,8989.0,47.02,44.43,44.43,0,0,0,15,15,SELL,HIGH
232,BALMLAWRIE,Industrials,Conglomerates,3600.49,13.28,0.58,210.54,203.8,231.91,3.31,-9.21,421504.0,44.31,42.12,42.12,20,0,15,15,50,HOLD,LOW
451,DDEVPLSTIK,Basic Materials,Specialty Chemicals,3596.85,18.42,-0.88,347.6,346.6,320.4,0.29,8.49,296456.0,55.56,54.42,54.42,30,0,15,15,60,BUY,MEDIUM
1255,NAVNETEDUL,Communication Services,Publishing,3590.07,16.1,-0.25,162.29,156.56,155.18,3.66,4.58,554728.0,48.65,54.24,54.24,35,0,15,15,65,BUY,MEDIUM
1551,ROSSARI,Basic Materials,Specialty Chemicals,3570.06,26.46,0.26,644.8,630.4,635.05,2.28,1.54,51779.0,51.3,52.51,52.51,30,0,10,15,55,BUY,MEDIUM
1548,ROLEXRINGS,Industrials,Metal Fabrication,3536.38,20.41,-0.1,1297.8,1327.4,1399.3,-2.23,-7.25,50008.0,79.57,77.36,77.36,0,20,15,15,50,HOLD,LOW
1373,PARAGMILK,Consumer Defensive,Packaged Foods,3523.27,29.94,0.52,282.0,269.67,245.02,4.57,15.09,2017589.0,38.04,33.23,33.23,40,0,10,15,65,BUY,MEDIUM
855,INDOSTAR,Financial Services,Credit Services,3503.15,6.28,0.35,256.25,252.4,261.95,1.53,-2.18,143708.0,33.22,39.88,39.88,15,0,15,15,45,HOLD,MEDIUM
1116,MAHLOG,Industrials,Integrated Freight & Logistics,3497.11,,0.07,352.6,345.25,319.9,2.13,10.22,113930.0,42.23,42.49,42.49,35,0,0,15,50,HOLD,LOW
1953,UNICHEMLAB,Healthcare,Drug Manufacturers - Specialty & Generic,3465.72,27.86,-0.21,492.25,478.9,501.2,2.79,-1.79,16504.0,51.45,43.62,43.62,15,0,10,15,40,HOLD,MEDIUM
425,CYIENTDLM,Technology,Electronic Components,3465.45,53.45,-0.3,436.65,434.0,439.85,0.61,-0.73,199212.0,49.35,51.53,51.53,15,0,0,15,30,SELL,HIGH
1161,MBAPL,Basic Materials,Agricultural Inputs,3459.95,46.51,-0.26,394.85,408.7,418.65,-3.39,-5.68,161307.0,42.01,28.66,28.66,0,0,0,15,15,SELL,HIGH
552,EPACK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3438.72,62.47,,357.35,354.95,398.55,0.68,-10.34,734431.0,41.42,41.9,41.9,15,0,0,0,15,SELL,HIGH
1014,KKCL,Consumer Cyclical,Apparel Manufacturing,3436.53,22.83,0.07,557.65,548.95,520.25,1.58,7.19,47449.0,49.58,45.75,45.75,30,0,15,15,60,BUY,MEDIUM
1047,KSL,Basic Materials,Steel,3429.17,12.89,0.5,784.65,780.8,845.0,0.49,-7.14,41253.0,53.82,49.2,49.2,15,0,15,15,45,HOLD,MEDIUM
1875,TFCILTD,Financial Services,Credit Services,3424.18,31.47,0.15,73.96,72.6,336.6,1.87,-78.03,3162454.0,49.29,62.5,62.5,15,0,10,15,40,HOLD,MEDIUM
1362,PAISALO,Financial Services,Credit Services,3417.98,16.41,0.36,37.58,37.89,33.35,-0.82,12.68,21318976.0,52.91,57.96,57.96,20,0,15,15,50,HOLD,LOW
1119,MAITHANALL,Basic Materials,Steel,3416.53,4.81,0.48,1173.6,1112.0,1095.9,5.54,7.09,41467.0,56.94,51.98,51.98,35,0,15,15,65,BUY,MEDIUM
1354,ORISSAMINE,Basic Materials,Other Industrial Metals & Mining,3410.1,,0.35,5656.7,4817.1,4763.0,17.43,18.76,39378.0,20.57,27.77,27.77,40,0,0,15,55,BUY,MEDIUM
270,BHAGCHEM,Basic Materials,Agricultural Inputs,3395.38,269.69,-0.01,261.6,249.9,274.95,4.68,-4.86,55173.0,53.32,44.02,44.02,20,0,0,15,35,HOLD,MEDIUM
68,AGIIL,Real Estate,Real Estate - Development,3393.56,46.95,-0.57,1387.8,1253.1,1175.4,10.75,18.07,230257.0,27.06,28.67,28.67,40,0,0,15,55,BUY,MEDIUM
1899,TIRUMALCHM,Basic Materials,Specialty Chemicals,3380.51,,0.1,284.9,292.9,305.15,-2.73,-6.64,283600.0,54.51,52.61,52.61,0,0,0,15,15,SELL,HIGH
1652,SENORES,Healthcare,Drug Manufacturers - General,3353.62,49.74,,728.2,673.6,712.7,8.11,2.17,260701.0,35.35,44.74,44.74,35,0,0,0,35,HOLD,MEDIUM
1612,SANGHVIMOV,Industrials,Rental & Leasing Services,3348.33,20.16,1.09,386.75,365.8,326.6,5.73,18.42,962557.0,26.95,35.17,35.17,40,0,15,0,55,BUY,MEDIUM
2069,WSTCSTPAPR,Basic Materials,Paper & Paper Products,3314.99,13.18,-0.23,501.9,462.45,511.2,8.53,-1.82,85751.0,33.35,42.95,42.95,20,0,15,15,50,HOLD,LOW
597,FLAIR,Industrials,Business Equipment & Supplies,3309.94,27.17,,314.05,296.25,322.25,6.01,-2.54,161478.0,58.52,59.85,59.85,20,0,10,0,30,SELL,HIGH
1390,PENIND,Industrials,Specialty Industrial Machinery,3306.18,26.38,-0.45,244.06,235.22,253.99,3.76,-3.91,527598.0,47.2,47.68,47.68,20,0,10,15,45,HOLD,MEDIUM
1587,SAGCEM,Basic Materials,Building Materials,3302.33,,0.14,251.45,252.1,273.2,-0.26,-7.96,290966.0,53.6,54.34,54.34,0,0,0,15,15,SELL,HIGH
1682,SHK,Basic Materials,Specialty Chemicals,3301.75,17.79,0.46,238.53,230.66,263.47,3.41,-9.47,268346.0,52.47,48.72,48.72,20,0,15,15,50,HOLD,LOW
2009,VIMTALABS,Healthcare,Diagnostics & Research,3296.69,46.52,-0.24,740.15,728.65,812.1,1.58,-8.86,2809070.0,20.92,19.85,19.85,15,0,0,15,30,SELL,HIGH
501,DPABHUSHAN,Consumer Cyclical,Luxury Goods,3294.98,26.39,-0.92,1443.4,1476.2,1578.2,-2.22,-8.54,24044.0,39.33,44.34,44.34,0,0,10,15,25,SELL,HIGH
1427,POLYPLEX,Basic Materials,Specialty Chemicals,3286.79,24.04,-0.1,1045.4,1051.4,1029.1,-0.57,1.58,51794.0,49.93,44.8,44.8,15,0,10,15,40,HOLD,MEDIUM
989,KDDL,Consumer Cyclical,Luxury Goods,3286.74,33.78,0.43,2672.3,2664.1,2326.1,0.31,14.88,15765.0,62.69,62.85,62.85,35,15,10,15,75,STRONG BUY,HIGH
217,BAJAJCON,Consumer Defensive,Household & Personal Products,3280.08,26.04,0.34,239.33,232.89,241.97,2.77,-1.09,1267097.0,39.49,42.58,42.58,15,0,10,15,40,HOLD,MEDIUM
1444,PREMEXPLN,Basic Materials,Specialty Chemicals,3255.78,88.54,0.68,605.6,588.75,536.9,2.86,12.8,1436942.0,31.54,27.58,27.58,35,0,0,15,50,HOLD,LOW
2022,VISHNU,Basic Materials,Specialty Chemicals,3255.7,24.93,-0.23,483.45,472.45,485.85,2.33,-0.49,105251.0,60.38,52.88,52.88,15,15,10,15,55,BUY,MEDIUM
619,GANECOS,Consumer Cyclical,Textile Manufacturing,3251.44,34.48,0.29,1211.7,1192.7,1361.3,1.59,-10.99,39560.0,45.65,48.31,48.31,15,0,0,15,30,SELL,HIGH
456,DEEPINDS,Energy,Oil & Gas E&P,3248.96,,-0.44,507.55,501.4,567.1,1.23,-10.5,212911.0,55.13,43.06,43.06,15,0,0,15,30,SELL,HIGH
783,HLEGLAS,Industrials,Specialty Industrial Machinery,3237.63,43.48,0.32,466.15,474.65,534.7,-1.79,-12.82,287701.0,44.8,43.48,43.48,0,0,0,15,15,SELL,HIGH
1556,RPEL,Basic Materials,Chemicals,3193.64,79.36,0.64,695.2,648.1,630.4,7.27,10.28,29336.0,46.28,57.4,57.4,40,0,0,15,55,BUY,MEDIUM
146,ARKADE,Real Estate,Real Estate - Development,3177.63,20.45,,171.15,170.08,181.82,0.63,-5.87,782028.0,41.45,44.85,44.85,15,0,15,0,30,SELL,HIGH
1376,PARKHOTELS,Consumer Cyclical,Lodging,3167.11,31.92,,148.43,149.99,158.8,-1.04,-6.53,628293.0,47.81,50.31,50.31,0,0,10,0,10,SELL,HIGH
544,EMSLIMITED,Industrials,Engineering & Construction,3164.7,17.18,0.08,569.9,544.75,542.35,4.62,5.08,182745.0,52.57,48.03,48.03,35,0,15,15,65,BUY,MEDIUM
1717,SIYSIL,Consumer Cyclical,Textile Manufacturing,3157.98,16.61,0.05,696.05,648.3,660.5,7.37,5.38,52246.0,40.04,47.39,47.39,35,0,15,15,65,BUY,MEDIUM
99,ALLCARGO,Industrials,Integrated Freight & Logistics,3155.71,,0.2,32.11,32.2,32.1,-0.28,0.03,3276655.0,43.59,41.19,41.19,15,0,0,15,30,SELL,HIGH
628,GATEWAY,Industrials,Integrated Freight & Logistics,3145.76,8.23,-0.05,62.96,61.67,64.8,2.09,-2.84,1033606.0,49.01,42.46,42.46,15,0,15,15,45,HOLD,MEDIUM
1993,VEEDOL,Basic Materials,Specialty Chemicals,3136.91,17.3,0.44,1845.8,1807.0,1644.4,2.15,12.25,62070.0,60.15,50.78,50.78,35,15,15,15,80,STRONG BUY,HIGH
765,HIKAL,Healthcare,Drug Manufacturers - Specialty & Generic,3132.46,49.52,0.44,254.05,255.1,267.9,-0.41,-5.17,398231.0,52.62,50.66,50.66,0,0,0,15,15,SELL,HIGH
884,IOLCP,Healthcare,Drug Manufacturers - Specialty & Generic,3101.41,29.51,0.21,105.66,103.87,101.35,1.72,4.25,9524833.0,29.13,26.4,26.4,30,0,10,15,55,BUY,MEDIUM
659,GLOBUSSPR,Consumer Defensive,Beverages - Wineries & Distilleries,3097.89,123.5,0.32,1069.5,1045.8,1103.1,2.27,-3.05,84652.0,47.09,53.32,53.32,15,0,0,15,30,SELL,HIGH
1861,TCPLPACK,Consumer Cyclical,Packaging & Containers,3090.09,23.2,0.51,3403.2,3312.6,3415.6,2.74,-0.36,2838.0,63.67,53.46,53.46,15,15,15,15,60,BUY,MEDIUM
832,IMAGICAA,Communication Services,Entertainment,3085.64,55.61,0.25,54.5,54.35,57.11,0.28,-4.57,576343.0,54.53,59.01,59.01,15,0,0,15,30,SELL,HIGH
1436,PRABHA,Energy,Oil & Gas E&P,3076.54,,,224.72,216.01,246.94,4.03,-9.0,48110.0,57.18,50.05,50.05,20,0,0,0,20,SELL,HIGH
268,BFUTILITIE,Industrials,Infrastructure Operations,3063.13,20.66,-0.09,813.2,809.25,829.8,0.49,-2.0,372200.0,30.95,29.79,29.79,15,0,15,15,45,HOLD,MEDIUM
1380,PATELENG,Industrials,Engineering & Construction,3062.83,12.16,0.67,37.94,37.33,38.32,1.63,-0.99,2299486.0,52.24,52.45,52.45,15,0,15,15,45,HOLD,MEDIUM
1798,SUNDROP,Consumer Defensive,Packaged Foods,3052.5,,0.39,809.75,801.5,862.35,1.03,-6.1,20723.0,45.55,52.21,52.21,15,0,0,15,30,SELL,HIGH
1439,PRAKASH,Basic Materials,Steel,3042.6,8.54,0.12,169.9,169.84,164.08,0.04,3.55,731125.0,38.55,38.09,38.09,30,0,15,15,60,BUY,MEDIUM
1463,PSPPROJECT,Industrials,Engineering & Construction,3040.92,135.07,0.08,765.85,773.35,721.9,-0.97,6.09,136234.0,68.37,63.52,63.52,15,15,0,15,45,HOLD,MEDIUM
162,ASHIANA,Real Estate,Real Estate - Development,3038.36,81.91,0.14,302.25,295.55,311.5,2.27,-2.97,28311.0,55.68,49.77,49.77,15,0,0,15,30,SELL,HIGH
1674,SHAREINDIA,Financial Services,Capital Markets,3034.14,10.01,-0.02,139.04,128.03,151.12,8.6,-7.99,380126.0,48.55,52.96,52.96,20,0,15,15,50,HOLD,LOW
1302,NOCIL,Basic Materials,Specialty Chemicals,3014.3,32.46,0.02,180.47,176.96,184.62,1.98,-2.25,430644.0,53.65,55.63,55.63,15,0,10,15,40,HOLD,MEDIUM
796,HPL,Industrials,Electrical Equipment & Parts,3013.44,31.64,0.53,468.65,463.55,473.9,1.1,-1.11,112878.0,48.48,43.8,43.8,15,0,10,15,40,HOLD,MEDIUM
1499,RAMCOIND,Industrials,Building Products & Equipment,3010.8,14.6,0.0,346.7,357.35,308.0,-2.98,12.56,551336.0,58.49,53.75,53.75,20,0,15,15,50,HOLD,LOW
156,ARVSMART,Real Estate,Real Estate - Development,3001.77,25.38,0.11,654.7,626.05,616.2,4.58,6.25,53910.0,53.37,54.89,54.89,35,0,10,15,60,BUY,MEDIUM
1630,SBCL,Industrials,Metal Fabrication,3000.31,36.5,0.02,520.45,537.7,514.1,-3.21,1.24,96996.0,44.0,49.93,49.93,15,0,0,15,30,SELL,HIGH
915,JASH,Industrials,Specialty Industrial Machinery,2992.08,36.5,-0.34,475.65,501.8,517.1,-5.21,-8.02,101743.0,56.25,55.82,55.82,0,0,0,15,15,SELL,HIGH
517,EASEMYTRIP,Consumer Cyclical,Travel Services,2964.04,38.76,-0.1,8.14,8.18,8.51,-0.49,-4.35,9630356.0,53.31,51.45,51.45,0,0,0,15,15,SELL,HIGH
1864,TEAMLEASE,Industrials,Staffing & Employment Services,2956.63,25.84,0.04,1763.8,1791.8,1864.4,-1.56,-5.4,23199.0,52.43,59.78,59.78,0,0,10,15,25,SELL,HIGH
428,DALMIASUG,Consumer Defensive,Confectioners,2956.31,7.97,0.51,364.9,347.25,387.85,5.08,-5.92,54764.0,53.2,50.5,50.5,20,0,15,15,50,HOLD,LOW
